"","ind","content","file_loc","PC","inkArea","perimeter","condition"
"17",17,"BEIN","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (17).BMP",14.1746499577751,17622.6274509804,1771.72549019608,2
"18",18,"BOOT","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (18).BMP",15.1336475037954,19667.5411764706,1933.97908496732,2
"19",19,"OHR","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (19).BMP",9.72309638406739,12590.8235294118,1240.32156862745,2
"20",20,"TAG","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (20).BMP",8.18045884555443,11623,1093.08235294118,2
"21",21,"SPIEL","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (21).BMP",15.0903476676076,21159.6431372549,2003.12810457516,2
"22",22,"WORT","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (22).BMP",11.4241071267737,15388.8588235294,1486.34379084967,2
"23",23,"PFERD","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (23).BMP",14.771700712209,21480.2901960784,1996.82614379085,2
"24",24,"KIND","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (24).BMP",12.5093226704877,18487.062745098,1704.73071895425,2
"25",25,"GELD","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (25).BMP",12.667892977345,18128.1803921569,1698.76862745098,2
"26",26,"MILCH","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (26).BMP",15.1140285923802,18546.2784313725,1876.82352941177,2
"27",27,"RAD","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (27).BMP",8.55531599550211,14607.6196078431,1253.17777777778,2
"28",28,"KNIE","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (28).BMP",12.9369699189558,16482.9450980392,1636.96209150327,2
"29",29,"MANN","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (29).BMP",14.9475372112728,20292.7921568627,1952.36339869281,2
"30",30,"GELD","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (30).BMP",12.667892977345,18128.1803921569,1698.76862745098,2
"31",31,"TAG","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (31).BMP",8.18045884555443,11623,1093.08235294118,2
"32",32,"HUT","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (32).BMP",9.03027585101784,11228.7176470588,1128.8091503268,2
"33",33,"MILCH","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (33).BMP",15.1140285923802,18546.2784313725,1876.82352941177,2
"34",34,"BOOT","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (34).BMP",15.1336475037954,19667.5411764706,1933.97908496732,2
"35",35,"KIND","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (35).BMP",12.5093226704877,18487.062745098,1704.73071895425,2
"36",36,"BEIN","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (36).BMP",14.1746499577751,17622.6274509804,1771.72549019608,2
"37",37,"PFERD","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (37).BMP",14.771700712209,21480.2901960784,1996.82614379085,2
"38",38,"MANN","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (38).BMP",14.9475372112728,20292.7921568627,1952.36339869281,2
"39",39,"KNIE","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (39).BMP",12.9369699189558,16482.9450980392,1636.96209150327,2
"40",40,"OHR","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (40).BMP",9.72309638406739,12590.8235294118,1240.32156862745,2
"41",41,"WORT","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (41).BMP",11.4241071267737,15388.8588235294,1486.34379084967,2
"42",42,"RAD","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (42).BMP",8.55531599550211,14607.6196078431,1253.17777777778,2
"43",43,"SPIEL","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (43).BMP",15.0903476676076,21159.6431372549,2003.12810457516,2
"44",44,"HUT","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (44).BMP",9.03027585101784,11228.7176470588,1128.8091503268,2
"45",45,"KIND","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (45).BMP",12.5093226704877,18487.062745098,1704.73071895425,2
"46",46,"RAD","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (46).BMP",8.55531599550211,14607.6196078431,1253.17777777778,2
"47",47,"WORT","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (47).BMP",11.4241071267737,15388.8588235294,1486.34379084967,2
"48",48,"BOOT","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (48).BMP",15.1336475037954,19667.5411764706,1933.97908496732,2
"49",49,"KNIE","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (49).BMP",12.9369699189558,16482.9450980392,1636.96209150327,2
"50",50,"OHR","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (50).BMP",9.72309638406739,12590.8235294118,1240.32156862745,2
"51",51,"TAG","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (51).BMP",8.18045884555443,11623,1093.08235294118,2
"52",52,"GELD","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (52).BMP",12.667892977345,18128.1803921569,1698.76862745098,2
"53",53,"PFERD","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (53).BMP",14.771700712209,21480.2901960784,1996.82614379085,2
"54",54,"BEIN","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (54).BMP",14.1746499577751,17622.6274509804,1771.72549019608,2
"55",55,"MILCH","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (55).BMP",15.1140285923802,18546.2784313725,1876.82352941177,2
"56",56,"SPIEL","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (56).BMP",15.0903476676076,21159.6431372549,2003.12810457516,2
"57",57,"MANN","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (57).BMP",14.9475372112728,20292.7921568627,1952.36339869281,2
"58",58,"SPIEL","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (58).BMP",15.0903476676076,21159.6431372549,2003.12810457516,2
"59",59,"TAG","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (59).BMP",8.18045884555443,11623,1093.08235294118,2
"60",60,"WORT","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (60).BMP",11.4241071267737,15388.8588235294,1486.34379084967,2
"61",61,"MANN","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (61).BMP",14.9475372112728,20292.7921568627,1952.36339869281,2
"62",62,"GELD","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (62).BMP",12.667892977345,18128.1803921569,1698.76862745098,2
"63",63,"RAD","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (63).BMP",8.55531599550211,14607.6196078431,1253.17777777778,2
"64",64,"HUT","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (64).BMP",9.03027585101784,11228.7176470588,1128.8091503268,2
"65",65,"BOOT","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (65).BMP",15.1336475037954,19667.5411764706,1933.97908496732,2
"66",66,"BEIN","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (66).BMP",14.1746499577751,17622.6274509804,1771.72549019608,2
"67",67,"MILCH","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (67).BMP",15.1140285923802,18546.2784313725,1876.82352941177,2
"68",68,"KNIE","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (68).BMP",12.9369699189558,16482.9450980392,1636.96209150327,2
"69",69,"OHR","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (69).BMP",9.72309638406739,12590.8235294118,1240.32156862745,2
"70",70,"PFERD","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (70).BMP",14.771700712209,21480.2901960784,1996.82614379085,2
"71",71,"KIND","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (71).BMP",12.5093226704877,18487.062745098,1704.73071895425,2
"72",72,"HUT","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (72).BMP",9.03027585101784,11228.7176470588,1128.8091503268,2
"73",73,"OHR","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (73).BMP",9.72309638406739,12590.8235294118,1240.32156862745,2
"74",74,"BOOT","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (74).BMP",15.1336475037954,19667.5411764706,1933.97908496732,2
"75",75,"KIND","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (75).BMP",12.5093226704877,18487.062745098,1704.73071895425,2
"76",76,"TAG","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (76).BMP",8.18045884555443,11623,1093.08235294118,2
"77",77,"KNIE","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (77).BMP",12.9369699189558,16482.9450980392,1636.96209150327,2
"78",78,"SPIEL","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (78).BMP",15.0903476676076,21159.6431372549,2003.12810457516,2
"79",79,"RAD","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (79).BMP",8.55531599550211,14607.6196078431,1253.17777777778,2
"80",80,"BEIN","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (80).BMP",14.1746499577751,17622.6274509804,1771.72549019608,2
"81",81,"WORT","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (81).BMP",11.4241071267737,15388.8588235294,1486.34379084967,2
"82",82,"MANN","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (82).BMP",14.9475372112728,20292.7921568627,1952.36339869281,2
"83",83,"GELD","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (83).BMP",12.667892977345,18128.1803921569,1698.76862745098,2
"84",84,"MILCH","/Users/alex/Documents/GitHub/Visual-Similarity/Data/4_Eberhard_2016_del//4_Symbol_ (84).BMP",15.1140285923802,18546.2784313725,1876.82352941177,2
