content,obj_num,disconnected_stroke,stroke_sum,junc_sum,file_loc,PC
똬,4,0,10,6,5_Korean_16.BMP,9.64162579348193
옆,2,1,8,6,5_Korean_17.BMP,12.4367526943863
웝,4,1,9,6,5_Korean_18.BMP,12.6788111835407
꼲,6,0,11,4,5_Korean_19.BMP,11.4152612376718
져,2,0,6,4,5_Korean_2.BMP,10.6381402561576
쾌,3,0,9,5,5_Korean_20.BMP,9.90773378015671
편,4,0,9,7,5_Korean_21.BMP,10.508266594543
댾,5,0,12,7,5_Korean_22.BMP,9.90600371147812
뇋,4,0,10,4,5_Korean_23.BMP,11.9622517371758
뇉,3,0,11,7,5_Korean_24.BMP,12.9340110151805
없,3,1,9,6,5_Korean_25.BMP,9.28690936440352
빤,4,0,12,10,5_Korean_26.BMP,12.2942070403883
짭,3,0,12,9,5_Korean_27.BMP,13.1223157286126
뜁,5,0,13,9,5_Korean_28.BMP,13.7565164832718
뗶,6,0,14,8,5_Korean_29.BMP,11.0098097816694
혀,3,0,6,2,5_Korean_3.BMP,10.6269280343708
뇊,3,0,11,8,5_Korean_30.BMP,12.0965677270031
꼕,5,0,13,7,5_Korean_31.BMP,12.8240026899143
궪,5,0,12,4,5_Korean_32.BMP,12.893352558055
빠,3,0,10,9,5_Korean_33.BMP,12.0989598990941
팎,5,0,10,7,5_Korean_34.BMP,10.549746332694
뵿,3,0,10,6,5_Korean_35.BMP,10.1245451807743
훥,6,0,12,5,5_Korean_36.BMP,12.8809151850903
쬡,4,0,13,9,5_Korean_37.BMP,13.4976286958955
뻗,3,0,13,11,5_Korean_38.BMP,11.7912157491988
짡,4,0,13,8,5_Korean_39.BMP,13.5898247413676
텨,2,0,7,5,5_Korean_4.BMP,11.3885638722719
짢,5,0,13,6,5_Korean_40.BMP,11.5727393387523
뗁,6,0,14,8,5_Korean_41.BMP,13.6706064061035
똏,6,0,13,6,5_Korean_42.BMP,13.9459471833406
쾒,5,0,14,6,5_Korean_43.BMP,12.9701658231295
空,5,0,13,100,5_Korean_44.BMP,17.274678948825
空,5,1,14,10,5_Korean_45.BMP,11.9536876321249
뚫,6,0,16,9,5_Korean_46.BMP,13.2909147120193
뺳,5,0,14,10,5_Korean_47.BMP,15.7779333677668
뷉,5,0,13,10,5_Korean_48.BMP,14.1693039513099
空,5,1,15,12,5_Korean_49.BMP,15.3349706439027
북,2,0,8,6,5_Korean_5.BMP,11.7262526014344
봲,4,0,14,8,5_Korean_50.BMP,12.9265890819879
뻲,6,0,16,10,5_Korean_51.BMP,13.080755625218
空,6,2,16,12,5_Korean_52.BMP,16.9094760833233
뺲,4,0,15,14,5_Korean_53.BMP,14.403012262281
空,6,2,16,10,5_Korean_54.BMP,15.8415465389296
空,5,1,17,12,5_Korean_55.BMP,18.1302653988563
空,7,2,14,8,5_Korean_56.BMP,16.4432719558932
뻎,4,0,16,16,5_Korean_57.BMP,14.2057840096194
空,6,1,15,11,5_Korean_58.BMP,14.7225600111248
뺂,6,0,16,11,5_Korean_59.BMP,12.2736997999738
돼,2,0,8,5,5_Korean_6.BMP,13.3983390591122
空,7,2,16,10,5_Korean_60.BMP,17.6640251351213
파,3,0,6,5,5_Korean_7.BMP,9.97964471976458
뭐,3,0,8,6,5_Korean_8.BMP,10.1672462359379
화,3,0,7,2,5_Korean_9.BMP,13.3001764902243
