content,obj_num,disconnected_stroke,stroke_sum,junc_sum,file_loc,PC
Teller,6,2,10,10,1_Word_ (12).BMP,48.62948425871
Esel,4,2,8,7,1_Word_ (13).BMP,38.3953159248964
Banana,6,0,13,12,1_Word_ (14).BMP,60.6499985111974
Nadel,5,2,9,10,1_Word_ (15).BMP,49.8576331048341
Faden,5,1,10,9,1_Word_ (16).BMP,50.3771931541811
Hund,4,1,8,6,1_Word_ (17).BMP,38.8153844342856
Katze,5,0,12,9,1_Word_ (18).BMP,49.3156533382592
Maus,4,1,9,6,1_Word_ (19).BMP,44.6473868271186
Käse,4,1,10,7,1_Word_ (20).BMP,45.9243236163504
Radio,5,2,9,9,1_Word_ (21).BMP,47.9390062011849
Puppe,5,0,10,9,1_Word_ (22).BMP,52.3169525729349
Fisch,5,2,9,5,1_Word_ (23).BMP,44.9337268574885
See,3,1,5,4,1_Word_ (24).BMP,33.9250004314772
Wasser,6,2,12,8,1_Word_ (25).BMP,64.5857979851304
Meer,4,0,10,8,1_Word_ (26).BMP,45.0146887446479
Buch,4,1,8,6,1_Word_ (27).BMP,39.2456759518555
Ente,4,0,10,7,1_Word_ (28).BMP,39.0908464567819
Hand,4,1,8,7,1_Word_ (29).BMP,40.3660008024384
Finger,6,0,13,10,1_Word_ (30).BMP,53.9267612028524
Ring,4,0,9,8,1_Word_ (31).BMP,37.8179096593539
Fuchs,5,2,9,4,1_Word_ (32).BMP,47.4643359388262
Hase,4,1,8,6,1_Word_ (33).BMP,42.4322400930136
Ohr,3,1,5,2,1_Word_ (34).BMP,28.403265389971
Auto,4,1,8,5,1_Word_ (35).BMP,38.4641817657929
Bett,4,0,9,8,1_Word_ (36).BMP,39.3286563368944
Kissen,6,2,11,8,1_Word_ (37).BMP,58.693041494305
Insel,5,3,7,7,1_Word_ (38).BMP,41.8036506848564
Palme,5,1,10,10,1_Word_ (39).BMP,47.2062724047016
Ball,4,2,7,10,1_Word_ (40).BMP,33.7789988971413
Fuss,4,2,7,3,1_Word_ (41).BMP,39.1624954206341
Zeh,3,0,7,5,1_Word_ (42).BMP,30.6538289068594
Wurst,5,1,11,6,1_Word_ (43).BMP,49.6738636466638
Brot,4,1,8,6,1_Word_ (44).BMP,36.5785410836574
Butter,6,0,13,10,1_Word_ (45).BMP,55.0133870087365
Feder,5,1,10,9,1_Word_ (46).BMP,49.8356095711394
Vogel,5,2,8,7,1_Word_ (47).BMP,48.7710745435804
Hemd,4,1,9,8,1_Word_ (48).BMP,43.3924594168314
Knopf,5,1,10,7,1_Word_ (49).BMP,50.5425145092262
Sonne,5,2,8,4,1_Word_ (50).BMP,49.4670573963868
Mond,4,2,8,6,1_Word_ (51).BMP,44.2163169986055
Stern,5,1,9,5,1_Word_ (52).BMP,46.8015203542703
Stuhl,5,2,8,5,1_Word_ (53).BMP,43.848066209615
Tisch,5,2,8,4,1_Word_ (54).BMP,42.821628115495
Sand,4,2,6,5,1_Word_ (55).BMP,41.084828510553
Zahn,4,0,9,6,1_Word_ (56).BMP,38.3524817777199
Rose,4,2,7,5,1_Word_ (57).BMP,42.7137464500189
Dorn,4,1,7,4,1_Word_ (58).BMP,35.6052335233994
Torte,5,1,9,5,1_Word_ (59).BMP,43.4042275608558
Kuchen,6,1,12,8,1_Word_ (60).BMP,59.1859491108892
